# param.mu, C, rho1, rho2, EG

-6.640916151377541e-01 4.212284877386731e-01 4.082908749061763e-01 4.080861155797155e-01 -1.501539306521357e-01
-5.640916151377540e-01 4.253440448658473e-01 4.216402473638430e-01 4.219574290285825e-01 -1.874108569645175e-01
-4.640916151377543e-01 4.291285888881769e-01 4.363333594166788e-01 4.359981364459773e-01 -2.267077224629602e-01
-3.640916151377542e-01 4.318974843928619e-01 4.497330801933749e-01 4.495581086002938e-01 -2.681852936893430e-01
-2.640916151377541e-01 4.340799981748660e-01 4.636138876885455e-01 4.643004176244996e-01 -3.115528043750914e-01
-1.640916151377541e-01 4.355646569297980e-01 4.774779816245567e-01 4.774758805067963e-01 -3.572146961202131e-01
-6.409161513775397e-02 4.363353448009410e-01 4.908391416905888e-01 4.910564514380765e-01 -4.048697075708115e-01
3.590838486224568e-02 4.364338771092370e-01 5.054681796754514e-01 5.050256538296983e-01 -4.545764778464514e-01
1.359083848622458e-01 4.358509169280709e-01 5.187069664815507e-01 5.187475913098046e-01 -5.063503035867701e-01
2.359083848622459e-01 4.345733683386370e-01 5.324400438195714e-01 5.320142319851578e-01 -5.601302128210397e-01
3.359083848622459e-01 4.325756355683290e-01 5.463993430971735e-01 5.467038696953707e-01 -6.161669029167667e-01
4.359083848622460e-01 4.299654462323836e-01 5.599332605861171e-01 5.601267038166258e-01 -6.740872112482159e-01
5.359083848622457e-01 4.263682840782546e-01 5.746696585124723e-01 5.740723750521031e-01 -7.341785279937363e-01
6.359083848622462e-01 4.224687009729947e-01 5.878988891125767e-01 5.880534104966705e-01 -7.963676647327750e-01
7.359083848622459e-01 4.177531652098860e-01 6.016327631946045e-01 6.015970833715604e-01 -8.604866317121631e-01
8.359083848622455e-01 4.121901273003571e-01 6.157776889215040e-01 6.164015401886144e-01 -9.271846019334800e-01
9.359083848622460e-01 4.060650848121263e-01 6.295969549043201e-01 6.298746467728480e-01 -9.954401010648986e-01
1.035908384862246e+00 3.994790902349812e-01 6.429883829148496e-01 6.438475440805109e-01 -1.066001153593219e+00
1.135908384862246e+00 3.913508811844870e-01 6.579730146969311e-01 6.582183941036017e-01 -1.138887309854576e+00
1.235908384862246e+00 3.830609923268435e-01 6.719383893973448e-01 6.721361337322029e-01 -1.213637478834610e+00
1.335908384862246e+00 3.737473843200473e-01 6.864121696387526e-01 6.871901665890285e-01 -1.291250823536579e+00
1.435908384862246e+00 3.639401852167803e-01 7.005557103200656e-01 7.009537704175722e-01 -1.370159792644334e+00
1.535908384862246e+00 3.525793063038603e-01 7.158123533239434e-01 7.154473358723323e-01 -1.451721185079806e+00
1.635908384862246e+00 3.415909823903945e-01 7.296338213808968e-01 7.300664833472070e-01 -1.535558966335735e+00
1.735908384862246e+00 3.293199174973087e-01 7.441789426568589e-01 7.444003647152870e-01 -1.621338568097180e+00
1.835908384862246e+00 3.159638492692042e-01 7.591239324978242e-01 7.597684354880297e-01 -1.710237466313455e+00
1.935908384862246e+00 3.024068297882232e-01 7.734973284128620e-01 7.740769655839097e-01 -1.800387855761034e+00
2.035908384862246e+00 2.869046379962036e-01 7.890978426306778e-01 7.893148902012037e-01 -1.893656496769083e+00
2.135908384862246e+00 2.715476982922089e-01 8.038062419852842e-01 8.043556568935336e-01 -1.988990940307838e+00
2.235908384862246e+00 2.545736843231264e-01 8.193252551932061e-01 8.191741264109682e-01 -2.086340937283316e+00
2.335908384862246e+00 2.374225491848930e-01 8.343241410315148e-01 8.348813585819848e-01 -2.186978110487567e+00
2.435908384862246e+00 2.183627283028932e-01 8.502882841134437e-01 8.505630601691502e-01 -2.289921753773990e+00
2.535908384862246e+00 1.993367218212048e-01 8.655816010002603e-01 8.661448579859558e-01 -2.395086545636680e+00
2.635908384862246e+00 1.785604815487047e-01 8.816403248768986e-01 8.823057608889975e-01 -2.503360620506336e+00
2.735908384862246e+00 1.583917649640271e-01 8.966590041205811e-01 8.973485838074355e-01 -2.612511966123404e+00
2.835908384862246e+00 1.355209073483558e-01 9.130810845619565e-01 9.136753051316517e-01 -2.725777788664750e+00
2.935908384862246e+00 1.119878275866294e-01 9.293814442987425e-01 9.294531979807252e-01 -2.840671933756981e+00
3.035908384862246e+00 8.816160201773764e-02 9.453232022809053e-01 9.454623064149521e-01 -2.958287391930628e+00
3.135908384862246e+00 6.477724594776796e-02 9.604672257764425e-01 9.608789734632441e-01 -3.077360074157239e+00
3.235908384862246e+00 4.179317784326897e-02 9.749014963717789e-01 9.752825458164097e-01 -3.197101624913922e+00
3.335908384862246e+00 1.866756913712906e-02 9.889812669483290e-01 9.891547307885229e-01 -3.318107799761234e+00
3.435908384862246e+00 1.637755483569197e-03 9.990490810012670e-01 9.991169379724445e-01 -3.434395444952863e+00
