# param.mu, C, rho1, rho2, EG

-1.364091615137754e+00 3.727566237717330e-01 3.105260202216509e-01 3.093375970584050e-01 5.001875765860808e-02
-1.264091615137754e+00 3.819434594052962e-01 3.244645094411236e-01 3.230213418301777e-01 2.729725835089530e-02
-1.164091615137754e+00 3.900491807885358e-01 3.377276223327936e-01 3.371382371010034e-01 2.753663366272752e-03
-1.064091615137754e+00 3.972486178231914e-01 3.504683926453934e-01 3.516029558438387e-01 -2.371450024526750e-02
-9.640916151377543e-01 4.066443866724548e-01 3.689256110945263e-01 3.663744466869167e-01 -5.219607651375707e-02
-8.640916151377542e-01 4.123667282707416e-01 3.815823712562499e-01 3.803061170105360e-01 -8.319600108008712e-02
-7.640916151377541e-01 4.176444926549197e-01 3.945880295554254e-01 3.937059274801374e-01 -1.164800912376024e-01
-6.640916151377541e-01 4.224771587570073e-01 4.080943115362961e-01 4.066440872926319e-01 -1.519466891604821e-01
-5.640916151377540e-01 4.267995757199156e-01 4.221163426290784e-01 4.192159588086862e-01 -1.895053273271194e-01
-4.640916151377543e-01 4.304697736927249e-01 4.363516378243522e-01 4.377501945766246e-01 -2.276381080958050e-01
-3.640916151377542e-01 4.333662563366690e-01 4.503181437341865e-01 4.504302516281501e-01 -2.693887872865622e-01
-2.640916151377541e-01 4.354844628262156e-01 4.637392645920971e-01 4.634409473918690e-01 -3.130542029729101e-01
-1.640916151377541e-01 4.368997624094756e-01 4.766321316474226e-01 4.769160600353880e-01 -3.586651309670171e-01
-6.409161513775397e-02 4.376913021952372e-01 4.891257294197629e-01 4.908836440781498e-01 -4.062861103964274e-01
3.590838486224568e-02 4.378099350529112e-01 5.074092236895703e-01 5.051152963859383e-01 -4.559889951275772e-01
1.359083848622458e-01 4.371831083360378e-01 5.198119464597841e-01 5.191929656840999e-01 -5.077878480727452e-01
2.359083848622459e-01 4.359506902549233e-01 5.325787834035094e-01 5.328129777754167e-01 -5.616181150675553e-01
3.359083848622459e-01 4.340394431178322e-01 5.458406938744506e-01 5.459425132433718e-01 -6.174090099791675e-01
4.359083848622460e-01 4.313669469825895e-01 5.596666157840865e-01 5.587018918729370e-01 -6.751200519093762e-01
5.359083848622457e-01 4.279068360259094e-01 5.738724031227581e-01 5.712194678279157e-01 -7.347390035659407e-01
6.359083848622462e-01 4.237520905595089e-01 5.879995311634657e-01 5.897789647979834e-01 -7.982317011056743e-01
7.359083848622459e-01 4.190527197614325e-01 6.016612639589874e-01 6.026055610642447e-01 -8.621677468344483e-01
8.359083848622455e-01 4.138985334827588e-01 6.147944908435378e-01 6.158647721094292e-01 -9.282577318881470e-01
9.359083848622460e-01 4.083030795544735e-01 6.275339360461964e-01 6.296467986109645e-01 -9.966060749809311e-01
1.035908384862246e+00 3.991328688310741e-01 6.460178093949765e-01 6.443094739686699e-01 -1.067463294857536e+00
1.135908384862246e+00 3.921633066505918e-01 6.586349383282797e-01 6.588072440027701e-01 -1.140410117391120e+00
1.235908384862246e+00 3.843293666547923e-01 6.717356110948101e-01 6.730469912292004e-01 -1.215343413669350e+00
1.335908384862246e+00 3.754649467481036e-01 6.854705621292976e-01 6.868420278131308e-01 -1.292106894526161e+00
1.435908384862246e+00 3.654233575645461e-01 6.999266695960791e-01 7.003124975900110e-01 -1.370730938052064e+00
1.535908384862246e+00 3.543129409114417e-01 7.148396163589710e-01 7.136338892798224e-01 -1.451315158343536e+00
1.635908384862246e+00 3.426028386107129e-01 7.295601939011617e-01 7.319453151576825e-01 -1.538047397006577e+00
1.735908384862246e+00 3.307080151250542e-01 7.436380233660637e-01 7.453857525850941e-01 -1.623112444091483e+00
1.835908384862246e+00 3.186663946883052e-01 7.571308609822336e-01 7.592563434029899e-01 -1.710640386302631e+00
1.935908384862246e+00 3.006713312879645e-01 7.760977252411236e-01 7.750401877649817e-01 -1.802101777221087e+00
2.035908384862246e+00 2.874768528291021e-01 7.892468912590643e-01 7.900626720445239e-01 -1.895141643940555e+00
2.135908384862246e+00 2.729058297140031e-01 8.031465563540362e-01 8.052387391212871e-01 -1.990587649061445e+00
2.235908384862246e+00 2.565859800525634e-01 8.180407224572300e-01 8.201545584744925e-01 -2.088013262391064e+00
2.335908384862246e+00 2.383413747937566e-01 8.339683005444247e-01 8.348911118064304e-01 -2.187492722027078e+00
2.435908384862246e+00 2.191254143958611e-01 8.500346689096301e-01 8.494900562461978e-01 -2.289068678539754e+00
2.535908384862246e+00 2.004075532372019e-01 8.650611435174346e-01 8.671388045822923e-01 -2.396757739559224e+00
2.635908384862246e+00 1.822863478670678e-01 8.790802615444619e-01 8.814118541422447e-01 -2.502534312478301e+00
2.735908384862246e+00 1.570723056548003e-01 8.978014003366999e-01 8.985755529334588e-01 -2.614433690067361e+00
2.835908384862246e+00 1.369382161462115e-01 9.122034119324914e-01 9.142843198060554e-01 -2.726814152788897e+00
2.935908384862246e+00 1.135853763455230e-01 9.283619258255924e-01 9.303059018767105e-01 -2.842024606357967e+00
3.035908384862246e+00 8.816207496698412e-02 9.453644528779642e-01 9.458985076179234e-01 -2.959012614841414e+00
3.135908384862246e+00 6.609864882269004e-02 9.596530745364025e-01 9.612191464304984e-01 -3.077938300812225e+00
3.235908384862246e+00 4.112447340386509e-02 9.752985279545358e-01 9.760507918572563e-01 -3.198318286290974e+00
3.335908384862246e+00 1.888105946814038e-02 9.888283856926285e-01 9.899098172763882e-01 -3.319325740833939e+00
3.435908384862246e+00 1.964545807883666e-03 9.988638977375283e-01 9.988475454222037e-01 -3.433941294851774e+00
