# param.mu, C, rho1, rho2, EG

2.000100000000002e-01 3.871766978368071e-01 5.253466480056089e-01 5.253239020994662e-01 -4.922490062000653e-01
3.000099999999999e-01 3.858946361315533e-01 5.381659978581050e-01 5.374830924206666e-01 -5.472473779188204e-01
4.000100000000004e-01 3.840932707483319e-01 5.510140061353193e-01 5.512904982422808e-01 -6.045596831463740e-01
5.000100000000001e-01 3.818524538042857e-01 5.634681775370266e-01 5.636886772127190e-01 -6.636473032759959e-01
6.000100000000006e-01 3.792009381466442e-01 5.755998558769396e-01 5.764869712545424e-01 -7.248327467202249e-01
7.000100000000002e-01 3.756203269879911e-01 5.894014473026234e-01 5.894521410709421e-01 -7.882249771866811e-01
8.000100000000008e-01 3.718761205351570e-01 6.018575383785775e-01 6.020640730890680e-01 -8.534507847302730e-01
9.000100000000004e-01 3.674896760028379e-01 6.147506009099616e-01 6.143534386051805e-01 -9.205926393048497e-01
1.000010000000000e+00 3.625680252559217e-01 6.276882803755351e-01 6.281644312525541e-01 -9.905006603335247e-01
1.100010000000001e+00 3.573054998626606e-01 6.402149450510716e-01 6.406042423293317e-01 -1.061762457017820e+00
1.200010000000000e+00 3.509042877261250e-01 6.540910398678326e-01 6.535413446115433e-01 -1.135490256575673e+00
1.300010000000001e+00 3.447615509880517e-01 6.663265400743315e-01 6.665892986151659e-01 -1.211163510715419e+00
1.400010000000000e+00 3.379217464052179e-01 6.789778103112576e-01 6.793401483980385e-01 -1.288751109091519e+00
1.500010000000000e+00 3.303138032280298e-01 6.920852542842012e-01 6.917914139314800e-01 -1.368228223773132e+00
1.600010000000001e+00 3.222382042788993e-01 7.050978460197825e-01 7.056416572308257e-01 -1.450836860576902e+00
1.700010000000000e+00 3.139608686218204e-01 7.176394840353292e-01 7.182607336373638e-01 -1.534483233144698e+00
1.800010000000001e+00 3.042148955928605e-01 7.315463073393673e-01 7.314921805908960e-01 -1.620956849922538e+00
1.900010000000000e+00 2.949177415952706e-01 7.440863527668603e-01 7.446432799848984e-01 -1.709218336357605e+00
2.000010000000000e+00 2.847004061847689e-01 7.571760957576976e-01 7.574658321018017e-01 -1.799349907253908e+00
2.100010000000001e+00 2.737538994501951e-01 7.705142050308972e-01 7.713692576132695e-01 -1.892739244643884e+00
2.200010000000000e+00 2.627077511262858e-01 7.833515064869069e-01 7.839603321395339e-01 -1.986758610174564e+00
2.300010000000001e+00 2.501083345413788e-01 7.973296328049791e-01 7.972341800838437e-01 -2.083864692182590e+00
2.400010000000000e+00 2.382555069574751e-01 8.099165585437510e-01 8.105243939743519e-01 -2.182792752183961e+00
2.500010000000000e+00 2.252883037830272e-01 8.231394316008472e-01 8.235912909950447e-01 -2.283709940681505e+00
2.600010000000001e+00 2.115393021635786e-01 8.366086706814549e-01 8.374565793383794e-01 -2.387832497515614e+00
2.700010000000000e+00 1.979857499113295e-01 8.493906841832336e-01 8.500813364147002e-01 -2.492281475078643e+00
2.800010000000001e+00 1.827699399481590e-01 8.632137473087433e-01 8.634947013908729e-01 -2.600170401669866e+00
2.900010000000000e+00 1.681019629787544e-01 8.760691811165078e-01 8.767650598293477e-01 -2.709720376521450e+00
3.000010000000000e+00 1.521623523004412e-01 8.895691540139321e-01 8.897090662001010e-01 -2.821088579012592e+00
3.100010000000001e+00 1.365621731081671e-01 9.023508009626432e-01 9.029907872328966e-01 -2.934850661519195e+00
3.200010000000000e+00 1.197269153797539e-01 9.157038654861100e-01 9.160218371506039e-01 -3.050497198227009e+00
3.300010000000001e+00 1.033004206486180e-01 9.283318733654147e-01 9.289411065874782e-01 -3.167810123935792e+00
3.400010000000000e+00 8.600627559121098e-02 9.412329310389079e-01 9.412862096147862e-01 -3.286298227298194e+00
3.500010000000000e+00 6.879829071265732e-02 9.536906698938367e-01 9.538561814596209e-01 -3.407014818315464e+00
3.600010000000001e+00 5.246943593704221e-02 9.651834499539816e-01 9.656791252148297e-01 -3.528031725553779e+00
3.700010000000000e+00 3.603323296437689e-02 9.764426424218070e-01 9.765131443721350e-01 -3.649011203312104e+00
3.800010000000001e+00 2.096899439672874e-02 9.864873101797973e-01 9.867857080791788e-01 -3.770197595453875e+00
3.900010000000000e+00 7.921537880919136e-03 9.949694143807016e-01 9.950256709750085e-01 -3.888421904299981e+00
