# param.mu, C, rho1, rho2, EG

7.158287525381013e-02 5.102909916296952e-01 5.122785644662009e-01 5.110506545075914e-01 -5.469174155423852e-01
1.715828752538098e-01 5.091009588548605e-01 5.260346437012761e-01 5.260640228795214e-01 -5.993620159861768e-01
2.715828752538099e-01 5.069564218315707e-01 5.403909455455335e-01 5.404253879641741e-01 -6.537220255694942e-01
3.715828752538100e-01 5.037146380207607e-01 5.554845537523520e-01 5.543019187709646e-01 -7.099034622097593e-01
4.715828752538100e-01 4.993360614367561e-01 5.710220596285269e-01 5.733015493195261e-01 -7.691577703010257e-01
5.715828752538101e-01 4.940076287984865e-01 5.862941229880571e-01 5.871380950224236e-01 -8.293645093414297e-01
6.715828752538098e-01 4.879490401604853e-01 6.009118453963009e-01 6.015356059873769e-01 -8.917205985314183e-01
7.715828752538099e-01 4.812231785760017e-01 6.149982990921109e-01 6.166447914461588e-01 -9.563805371180050e-01
8.715828752538100e-01 4.706465780211770e-01 6.342000335228751e-01 6.328418078201647e-01 -1.022812563593501e+00
9.715828752538100e-01 4.618445086149140e-01 6.483250704671378e-01 6.487592511308355e-01 -1.091956965927313e+00
1.071582875253810e+00 4.516443385470619e-01 6.632182256659231e-01 6.642204446467906e-01 -1.162874612075458e+00
1.171582875253810e+00 4.397260972242923e-01 6.791179486126214e-01 6.792830654955492e-01 -1.235465780152563e+00
1.271582875253810e+00 4.260759242875106e-01 6.958365935514527e-01 6.942610255892063e-01 -1.309888088002688e+00
1.371582875253810e+00 4.114122094040426e-01 7.124316352420145e-01 7.138328224823773e-01 -1.389532162303011e+00
1.471582875253810e+00 3.963852469999286e-01 7.282650810547160e-01 7.294227920009451e-01 -1.468939502726858e+00
1.571582875253810e+00 3.809142097460491e-01 7.435622253907592e-01 7.457721401912116e-01 -1.551220401983861e+00
1.671582875253810e+00 3.584831568482306e-01 7.642624497054962e-01 7.645723737006278e-01 -1.636270211796910e+00
1.771582875253810e+00 3.396923098956004e-01 7.805478831322835e-01 7.821424776306138e-01 -1.723910051121474e+00
1.871582875253810e+00 3.178682196142458e-01 7.984751133378568e-01 7.996601981981815e-01 -1.813389560318877e+00
1.971582875253810e+00 2.928522416217310e-01 8.179559247621293e-01 8.175227371824344e-01 -1.905093102988190e+00
2.071582875253810e+00 2.670072328239772e-01 8.370860471464925e-01 8.384713159800944e-01 -2.002535202803211e+00
2.171582875253810e+00 2.417508470389102e-01 8.549359771570654e-01 8.565898008471543e-01 -2.100110882073619e+00
2.271582875253810e+00 2.075985685641384e-01 8.779317893025528e-01 8.787704060423075e-01 -2.202845880497217e+00
2.371582875253810e+00 1.767595858898835e-01 8.977940533521049e-01 8.996177150884569e-01 -2.308115070796535e+00
2.471582875253810e+00 1.385105160212922e-01 9.214377438870218e-01 9.220078568461147e-01 -2.416624805138289e+00
2.571582875253810e+00 1.008553304570052e-01 9.438090678535687e-01 9.449114779301977e-01 -2.529356036295787e+00
2.671582875253810e+00 5.886189198908218e-02 9.677781399891157e-01 9.686547460066802e-01 -2.645532360641422e+00
2.771582875253810e+00 1.296725333095199e-02 9.930431306772481e-01 9.933503720363992e-01 -2.765694361149241e+00
