# param.mu, C, rho1, rho2, EG

-2.841712474618996e-02 5.094136682226326e-01 4.956552431092593e-01 4.947925354572980e-01 -4.953408291835762e-01
7.158287525381013e-02 5.091933578499939e-01 5.108866588833328e-01 5.112728283396893e-01 -5.457779153816860e-01
1.715828752538098e-01 5.080068404914975e-01 5.255652437020197e-01 5.256808331542120e-01 -5.981947527246373e-01
2.715828752538099e-01 5.059593741131991e-01 5.396889092853288e-01 5.407513734219109e-01 -6.526739133720348e-01
3.715828752538100e-01 5.024362406714699e-01 5.561972185159927e-01 5.560931019792396e-01 -7.090902583747700e-01
4.715828752538100e-01 4.983186220693296e-01 5.707823712752247e-01 5.708910824462661e-01 -7.675154470227937e-01
5.715828752538101e-01 4.929835937394331e-01 5.861086081451876e-01 5.852293706176381e-01 -8.277419586370542e-01
6.715828752538098e-01 4.865803126758230e-01 6.015369456593269e-01 6.019518810325460e-01 -8.907015559586040e-01
7.715828752538099e-01 4.794533391019523e-01 6.163587529948461e-01 6.168314745563966e-01 -9.552075698563962e-01
8.715828752538100e-01 4.701605962457924e-01 6.332624403911562e-01 6.326279922855742e-01 -1.021824807780130e+00
9.715828752538100e-01 4.610682467790053e-01 6.479796222498286e-01 6.483632684277144e-01 -1.090820523298667e+00
1.071582875253810e+00 4.504360321521087e-01 6.635670087417881e-01 6.636386793311687e-01 -1.161541475791324e+00
1.171582875253810e+00 4.382159711721019e-01 6.798884495241053e-01 6.808826601093776e-01 -1.235344035765459e+00
1.271582875253810e+00 4.252289923005940e-01 6.958182569848336e-01 6.962782508190307e-01 -1.310312032312607e+00
1.371582875253810e+00 4.117098840964310e-01 7.111906143814206e-01 7.124118669384608e-01 -1.388004276370022e+00
1.471582875253810e+00 3.946252423853535e-01 7.292240541236168e-01 7.297106174906418e-01 -1.468096881816145e+00
1.571582875253810e+00 3.776889283563982e-01 7.458942309898444e-01 7.463206908405501e-01 -1.550258637029824e+00
1.671582875253810e+00 3.584599123278934e-01 7.636586871087547e-01 7.646951578203873e-01 -1.635844969583829e+00
1.771582875253810e+00 3.386173692175195e-01 7.809310128816906e-01 7.815286793705574e-01 -1.722630786251730e+00
1.871582875253810e+00 3.152119015650873e-01 8.001593432981717e-01 8.001313198890090e-01 -1.812750201889932e+00
1.971582875253810e+00 2.925925593353327e-01 8.177740754060089e-01 8.185851292794093e-01 -1.905701452196190e+00
2.071582875253810e+00 2.661500424715372e-01 8.373700233641058e-01 8.373741108544301e-01 -2.000835676910981e+00
2.171582875253810e+00 2.384485348440859e-01 8.569362970580268e-01 8.575435183434241e-01 -2.100016038391137e+00
2.271582875253810e+00 2.070853836527331e-01 8.780740946932296e-01 8.784024532403821e-01 -2.202076407188193e+00
2.371582875253810e+00 1.750176055856255e-01 8.987603911549714e-01 8.994744984461573e-01 -2.307349140516607e+00
2.471582875253810e+00 1.382577587559502e-01 9.215105184385580e-01 9.220962965636712e-01 -2.416571275086315e+00
2.571582875253810e+00 9.963095575282431e-02 9.444547266892896e-01 9.449213015795337e-01 -2.528974475358407e+00
2.671582875253810e+00 5.670084083515755e-02 9.689882549711282e-01 9.691600270464626e-01 -2.645662720805551e+00
2.771582875253810e+00 1.646158696340980e-02 9.911559102804770e-01 9.914954694945088e-01 -2.764002892854755e+00
