# param.mu, -tC, rho1, E_exact*2/z, rho_exact

4.359083848622460e-01 -4.313669469825895e-01 5.596666157840865e-01 -4.294305441198157e-01 5.601616917191010e-01
5.359083848622457e-01 -4.279068360259094e-01 5.738724031227581e-01 -4.260651227482817e-01 5.740132903356658e-01
6.359083848622462e-01 -4.237520905595089e-01 5.879995311634657e-01 -4.219979717089219e-01 5.878960370303351e-01
7.359083848622459e-01 -4.190527197614325e-01 6.016612639589874e-01 -4.172239230268170e-01 6.018159175388110e-01
8.359083848622455e-01 -4.138985334827588e-01 6.147944908435378e-01 -4.117368770476659e-01 6.157790035393133e-01
9.359083848622460e-01 -4.083030795544735e-01 6.275339360461964e-01 -4.055297805322598e-01 6.297914633163919e-01
1.035908384862246e+00 -3.991328688310741e-01 6.460178093949765e-01 -3.985946030229904e-01 6.438595705276681e-01
1.135908384862246e+00 -3.921633066505918e-01 6.586349383282797e-01 -3.909223124897450e-01 6.579897102684528e-01
1.235908384862246e+00 -3.843293666547923e-01 6.717356110948101e-01 -3.825028517359629e-01 6.721883813067390e-01
1.335908384862246e+00 -3.754649467481036e-01 6.854705621292976e-01 -3.733251177330218e-01 6.864621929067426e-01
1.435908384862246e+00 -3.654233575645461e-01 6.999266695960791e-01 -3.633769470523280e-01 7.008178540146417e-01
1.535908384862246e+00 -3.543129409114417e-01 7.148396163589710e-01 -3.526451120301226e-01 7.152621516581399e-01
1.635908384862246e+00 -3.426028386107129e-01 7.295601939011617e-01 -3.411153344602569e-01 7.298019140794431e-01
1.735908384862246e+00 -3.307080151250542e-01 7.436380233660637e-01 -3.287723268217410e-01 7.444439521753399e-01
1.835908384862246e+00 -3.186663946883052e-01 7.571308609822336e-01 -3.155998758722781e-01 7.591949699395198e-01
1.935908384862246e+00 -3.006713312879645e-01 7.760977252411236e-01 -3.015809907754028e-01 7.740614302835774e-01
2.035908384862246e+00 -2.874768528291021e-01 7.892468912590643e-01 -2.866981492447294e-01 7.890493560309041e-01
2.135908384862246e+00 -2.729058297140031e-01 8.031465563540362e-01 -2.709336929304947e-01 8.041640356656553e-01
2.235908384862246e+00 -2.565859800525634e-01 8.180407224572300e-01 -2.542704516173689e-01 8.194095872554202e-01
2.335908384862246e+00 -2.383413747937566e-01 8.339683005444247e-01 -2.366927220723602e-01 8.347883077947585e-01
2.435908384862246e+00 -2.191254143958611e-01 8.500346689096301e-01 -2.181878048205045e-01 8.502996917269845e-01
2.535908384862246e+00 -2.004075532372019e-01 8.650611435174346e-01 -1.987484355363542e-01 8.659389279381409e-01
2.635908384862246e+00 -1.822863478670678e-01 8.790802615444619e-01 -1.783766855134374e-01 8.816945524908735e-01
2.735908384862246e+00 -1.570723056548003e-01 8.978014003366999e-01 -1.570903469073744e-01 8.975446903997345e-01
2.835908384862246e+00 -1.369382161462115e-01 9.122034119324914e-01 -1.349336782328459e-01 9.134508458731260e-01
2.935908384862246e+00 -1.135853763455230e-01 9.283619258255924e-01 -1.119961656221557e-01 9.293472213714136e-01
3.035908384862246e+00 -8.816207496698412e-02 9.453644528779642e-01 -8.844693845892361e-02 9.451213564878130e-01
3.135908384862246e+00 -6.609864882269004e-02 9.596530745364025e-01 -6.460237401431553e-02 9.605764327763658e-01
3.235908384862246e+00 -4.112447340386509e-02 9.752985279545358e-01 -4.107303591793156e-02 9.753497978982625e-01
3.335908384862246e+00 -1.888105946814038e-02 9.888283856926285e-01 -1.914216922455087e-02 9.887033301742979e-01
3.435908384862246e+00 -1.964545807883666e-03 9.988638977375283e-01 -2.211750633877635e-03 9.987168145496984e-01
