# param.mu, -tC, rho1, E_exact*2/z, rho_exact

-1.640916151377541e-01 -4.351449872126586e-01 4.773859274405278e-01 -4.350630442260898e-01 4.773786572516988e-01
-6.409161513775397e-02 -4.359315285861031e-01 4.911783774199686e-01 -4.358495735530069e-01 4.911658581471399e-01
3.590838486224568e-02 -4.360277428566388e-01 5.049806293005242e-01 -4.359466929457221e-01 5.049493768588994e-01
1.359083848622458e-01 -4.354349352138110e-01 5.187494216264876e-01 -4.353545238615186e-01 5.187349583328220e-01
2.359083848622459e-01 -4.341458919425150e-01 5.325920398535801e-01 -4.340723254774012e-01 5.325283526641648e-01
3.359083848622459e-01 -4.321781111823584e-01 5.463402710755417e-01 -4.320984916157248e-01 5.463353294016670e-01
4.359083848622460e-01 -4.294883054576778e-01 5.602625804524402e-01 -4.294305441198157e-01 5.601616917191010e-01
5.359083848622457e-01 -4.261466341168419e-01 5.740029002567967e-01 -4.260651227482817e-01 5.740132903356658e-01
6.359083848622462e-01 -4.221153121770641e-01 5.877712323983693e-01 -4.219979717089219e-01 5.878960370303351e-01
7.359083848622459e-01 -4.173091841873743e-01 6.017913786861697e-01 -4.172239230268170e-01 6.018159175388110e-01
8.359083848622455e-01 -4.118524638873036e-01 6.156813614619965e-01 -4.117368770476659e-01 6.157790035393133e-01
9.359083848622460e-01 -4.056187119723537e-01 6.297573483913825e-01 -4.055297805322598e-01 6.297914633163919e-01
1.035908384862246e+00 -3.987077636194440e-01 6.437784148073585e-01 -3.985946030229904e-01 6.438595705276681e-01
1.135908384862246e+00 -3.910139443935824e-01 6.579497576888254e-01 -3.909223124897450e-01 6.579897102684528e-01
1.235908384862246e+00 -3.826164743068556e-01 6.721124851094609e-01 -3.825028517359629e-01 6.721883813067390e-01
1.335908384862246e+00 -3.734187881002683e-01 6.864180235006828e-01 -3.733251177330218e-01 6.864621929067426e-01
1.435908384862246e+00 -3.634985329641896e-01 7.007342880546963e-01 -3.633769470523280e-01 7.008178540146417e-01
1.535908384862246e+00 -3.527395298710768e-01 7.152156034713587e-01 -3.526451120301226e-01 7.152621516581399e-01
1.635908384862246e+00 -3.412600591273001e-01 7.296931442399267e-01 -3.411153344602569e-01 7.298019140794431e-01
1.735908384862246e+00 -3.288607001456537e-01 7.444026096918028e-01 -3.287723268217410e-01 7.444439521753399e-01
1.835908384862246e+00 -3.157961604489425e-01 7.590348019474749e-01 -3.155998758722781e-01 7.591949699395198e-01
1.935908384862246e+00 -3.016474169586162e-01 7.740400070716928e-01 -3.015809907754028e-01 7.740614302835774e-01
2.035908384862246e+00 -2.867318896261485e-01 7.890575726926329e-01 -2.866981492447294e-01 7.890493560309041e-01
2.135908384862246e+00 -2.709908172640593e-01 8.041464746578397e-01 -2.709336929304947e-01 8.041640356656553e-01
2.235908384862246e+00 -2.543702841050963e-01 8.193511224808124e-01 -2.542704516173689e-01 8.194095872554202e-01
2.335908384862246e+00 -2.368583143575854e-01 8.346727301359143e-01 -2.366927220723602e-01 8.347883077947585e-01
2.435908384862246e+00 -2.182362383838590e-01 8.502816754570313e-01 -2.181878048205045e-01 8.502996917269845e-01
2.535908384862246e+00 -1.988349922048843e-01 8.658883579137949e-01 -1.987484355363542e-01 8.659389279381409e-01
2.635908384862246e+00 -1.785546265690965e-01 8.815735416388405e-01 -1.783766855134374e-01 8.816945524908735e-01
2.735908384862246e+00 -1.571118738890854e-01 8.975394757048899e-01 -1.570903469073744e-01 8.975446903997345e-01
2.835908384862246e+00 -1.349964642496236e-01 9.134139422800871e-01 -1.349336782328459e-01 9.134508458731260e-01
2.935908384862246e+00 -1.120890613179216e-01 9.292885698192113e-01 -1.119961656221557e-01 9.293472213714136e-01
3.035908384862246e+00 -8.852290804678142e-02 9.450736086399226e-01 -8.844693845892361e-02 9.451213564878130e-01
3.135908384862246e+00 -6.467485568575906e-02 9.605306682745074e-01 -6.460237401431553e-02 9.605764327763658e-01
3.235908384862246e+00 -4.107115808404867e-02 9.753502203906625e-01 -4.107303591793156e-02 9.753497978982625e-01
3.335908384862246e+00 -1.922373047284742e-02 9.886533731395893e-01 -1.914216922455087e-02 9.887033301742979e-01
3.435908384862246e+00 -2.179756321930636e-03 9.987351124898426e-01 -2.211750633877635e-03 9.987168145496984e-01
